OBJECTID,id_no,binomial,presence,origin,seasonal,compiler,year,citation,source,dist_comm,island,subspecies,subpop,legend,tax_comm,kingdom_na,phylum_nam,class_name,order_name,family_nam,genus_name,scientific,code,shape_Leng,ORIG_FID,POINT_X,POINT_Y
3717,12556.000000000000000,Macaca nigra,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sulawesi, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca nigra,CR,4.375177437410000,3716,124.735360734910050,1.172781012333928
3718,12556.000000000000000,Macaca nigra,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Talise, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca nigra,CR,0.192004669806000,3717,125.075627905003900,1.846445052796980
3719,12556.000000000000000,Macaca nigra,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Bacan, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca nigra,CR,2.681660994680000,3718,127.559300183057080,-0.602815247225806
3720,12556.000000000000000,Macaca nigra,4,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Lembeh, , ,Possibly Extinct, ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca nigra,CR,0.517028847117000,3719,125.231709856025080,1.444908222836261
3721,12557.000000000000000,Macaca ochreata,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Butung,brunnescens, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca ochreata,VU,5.580163491730000,3720,122.912401028684600,-5.073993844440338
3722,12557.000000000000000,Macaca ochreata,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Muna,brunnescens, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca ochreata,VU,3.542337549560000,3721,122.519543141203030,-5.014360188971523
3723,12557.000000000000000,Macaca ochreata,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sulawesi,ochreata, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca ochreata,VU,13.395163446300000,3722,121.739881250619310,-3.503595799906179
3724,12558.000000000000000,Macaca radiata,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , ,diluta, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca radiata,LC,12.689531719000000,3723,78.301722521976842,9.666874138430785
3725,12558.000000000000000,Macaca radiata,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , ,radiata, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca radiata,LC,39.854877154699999,3724,76.774680215919261,14.862671692344747
3726,12559.000000000000000,Macaca silenus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca silenus,EN,14.139707808900001,3725,76.142972480695505,11.474243810103815
3727,12560.000000000000000,Macaca sinica,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sri Lanka,aurifrons, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca sinica,EN,4.595242837270000,3726,80.409930202017279,6.678931519673938
3728,12560.000000000000000,Macaca sinica,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sri Lanka,opisthomelas, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca sinica,EN,0.312702762881000,3727,80.624753239470465,6.653754493575093
3729,12560.000000000000000,Macaca sinica,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sri Lanka,sinica, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca sinica,EN,10.844752353800001,3728,80.982685969681825,7.785226999326596
3730,12561.000000000000000,Macaca sylvanus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca sylvanus,EN,19.889760642599999,3729,-3.011783263886457,33.867879954796138
3731,12561.000000000000000,Macaca sylvanus,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca sylvanus,EN,0.117745185157000,3730,-5.347565553207687,36.138950366166512
3732,12562.000000000000000,Macaca thibetana,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca thibetana,NT,59.884406145699998,3731,108.520856119114680,28.378030820565982
3733,12563.000000000000000,Macaca tonkeana,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Malengi Island, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca tonkeana,VU,0.168977948496000,3732,122.054712833230720,-0.252594238633151
3734,12563.000000000000000,Macaca tonkeana,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sulawesi, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca tonkeana,VU,22.131799512099999,3733,120.554181273946710,-2.061211449848486
3735,12568.000000000000000,Macaca nigrescens,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sulawesi, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca nigrescens,VU,4.906942218620000,3734,123.678735082558090,0.631135603725170
3736,12570.000000000000000,Macaca hecki,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sulawesi, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,Macaca hecki,VU,13.515927285000000,3735,121.218891566092910,0.626666583795839
3737,12590.000000000000000,Macroderma gigas,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Macroderma,Macroderma gigas,VU,190.119307193999990,3736,131.795311872145250,-17.717303888363688
3738,12590.000000000000000,Macroderma gigas,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Groote Eylandt, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Macroderma,Macroderma gigas,VU,4.447627858190000,3737,136.636989895067700,-14.027033311138325
3739,12590.000000000000000,Macroderma gigas,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Koolan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Macroderma,Macroderma gigas,VU,0.378729493272000,3738,123.748829977621430,-16.132632481503776
3740,12590.000000000000000,Macroderma gigas,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Mornington, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MEGADERMATIDAE,Macroderma,Macroderma gigas,VU,2.067811687090000,3739,139.398099292148690,-16.558174293408854
3741,12592.000000000000000,Macrogalidia musschenbroekii,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sulawesi, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Macrogalidia,Macrogalidia musschenbroekii,VU,20.235786590000000,3740,122.601540525774680,-1.078899394291568
3742,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Warilau, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.291964514513000,3741,134.541723961991350,-5.361319190128484
3743,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sumatra, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,50.370578194399997,3742,101.523859928093260,-0.456916921378763
3744,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Seram, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,9.952925619460000,3743,129.458222702415810,-3.203115788262949
3745,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Tenga, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.039802470261600,3744,124.953439729160210,-1.668851597922867
3746,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Banda, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.288687215413000,3745,129.914422349811620,-4.547054370262913
3747,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Ogar-Eiland, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.160723237105000,3746,132.466784519290170,-2.659331431200542
3748,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Palawan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,14.718979735900000,3747,118.558990407981010,9.734011496933078
3749,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Jop, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.137878369440000,3748,134.396050971175440,-2.553912612277202
3750,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Amutu-Besar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.367184608399000,3749,133.567525213118190,-2.470252885762022
3751,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Asap, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.182758804481000,3750,133.361342549818910,-2.460430526347693
3752,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Wasir, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.173330994317000,3751,134.257108806026620,-5.506709822600158
3753,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Biliran, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.899086733322000,3752,124.483878205714630,11.586920604902048
3754,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Fauro, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.751338556548000,3753,156.065332374589500,-6.914548465439282
3755,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Waigeo, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,6.560794171930000,3754,130.830172961912690,-0.213591023706726
3756,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Bumbel, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.150672891288000,3755,138.905291092410040,-8.229161379494030
3757,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Kabihu, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.056030979224100,3756,124.999176104393770,-1.666088727712577
3758,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Ratewo, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.246840643429000,3757,135.754295293792890,-2.951366570510800
3759,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Bromsi, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.123533909363000,3758,136.594979283367250,-1.214003800634828
3760,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Tanimbar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.163414753241000,3759,132.447165904183180,-6.017943604014079
3761,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Koba, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.024965634320000,3760,134.486514443087120,-6.391955544212976
3762,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Caluya, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.210957451712000,3761,121.562786675964390,11.926605695096782
3763,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Penambulai, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.687760384290000,3762,134.839159729837770,-6.372574895115292
3764,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Wolvat, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.170176630519000,3763,134.733121514546270,-6.393515534314417
3765,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Karakelong, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.656366034200000,3764,126.786358969291090,4.284385841633309
3766,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Karas, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.339746610655000,3765,132.673336883990030,-3.454419289418638
3767,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sibay, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.289498282357000,3766,121.475856438923530,11.851508840960264
3768,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Nggela Sule, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.000450855380000,3767,160.203821544129030,-9.062244408852337
3769,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Larat, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.754276940516000,3768,131.871099375036240,-7.157965402381365
3770,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Namwaan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.120262788566000,3769,131.448051515365250,-7.114801530666057
3771,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Namtota, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.372135538973000,3770,133.911642733425420,-3.789748795670334
3772,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sideia, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.902156488454000,3771,150.845719547119420,-10.594148628856090
3773,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Simunul, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.259858888638000,3772,119.818618284706190,4.888271916216013
3774,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Workai, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.576998394463000,3773,134.686415338297250,-6.671881361635485
3775,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Wuliaru, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.593795722083000,3774,131.062878197171130,-7.453401411645757
3776,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Camiguin, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.587236604163000,3775,124.719847194892170,9.172923257402431
3777,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Carabao, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.191942384291000,3776,121.940220509568920,12.064591858427548
3778,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Djeudin, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.261088675843000,3777,134.622252215867090,-6.864342099907958
3779,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Warmar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.263235333715000,3778,134.207801021500020,-5.785915070823819
3780,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Duroa, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.151690915343000,3779,132.713376731251170,-5.538099200817442
3781,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Amboina, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.802106770610000,3780,128.135863341220330,-3.651807035466277
3782,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,70.506645419600005,3781,101.890340549776620,9.173562560263974
3783,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Adi, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.879818913908000,3782,133.435163493500450,-4.192731969304873
3784,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Barakan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.249865912774000,3783,134.800237136434820,-6.513774092400411
3785,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Bali, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,3.992902979200000,3784,115.118411040836920,-8.354730060144107
3786,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Batanta, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,2.140272610630000,3785,130.656259646365700,-0.858404417230020
3787,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Bisa, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.626852703941000,3786,127.573014467443730,-1.234611624127126
3788,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Batjan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,2.667381351410000,3787,127.559286945935920,-0.602756496315180
3789,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Baun, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.380655538342000,3788,134.691765308022580,-6.499140745848706
3790,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Bengori, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.158267466113000,3789,134.497547905111790,-6.733160816018824
3791,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Buka, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.291406312440000,3790,154.622959676148180,-5.224330592582760
3792,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Kangean, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.524361257480000,3791,115.359916956202600,-6.904849975945581
3793,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Bohol, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,2.939053457830000,3792,124.207993046741760,9.855892495842056
3794,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Borocay, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.168921052745000,3793,121.927967342918580,11.972550166257236
3795,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Borneo, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,74.405884153299993,3794,114.207361486343530,0.864540972887653
3796,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Dyaul, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.773394401914000,3795,150.877284548543120,-2.954722449181645
3797,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Emirau, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.339376516735000,3796,149.952653664535090,-1.668006672270053
3798,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Enu, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.195704563469000,3797,134.499149546414510,-7.068544542396694
3799,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Freterenusu, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.152086592963000,3798,133.788227379590010,-3.073937831465685
3800,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Buru, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,3.889439401060000,3799,126.634596128408700,-3.423810796131306
