OBJECTID,id_no,binomial,presence,origin,seasonal,compiler,year,citation,source,dist_comm,island,subspecies,subpop,legend,tax_comm,kingdom_na,phylum_nam,class_name,order_name,family_nam,genus_name,scientific,code,shape_Leng,ORIG_FID,POINT_X,POINT_Y
10154,41781.000000000000000,Tragulus napu,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), ,Pulau Ubin,Singapore, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Tragulus,Tragulus napu,LC,0.158661103685000,10153,103.964443117555900,1.411760006319298
10155,41781.000000000000000,Tragulus napu,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Tragulus,Tragulus napu,LC,210.755824367999990,10154,108.208638199293550,1.240778935699382
10156,41781.000000000000000,Tragulus napu,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,North Pagai, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Tragulus,Tragulus napu,LC,1.256783915130000,10155,100.072977125893710,-2.698352825922143
10157,41781.000000000000000,Tragulus napu,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Siberut, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Tragulus,Tragulus napu,LC,3.689677364910000,10156,98.917537460985102,-1.384086122976157
10158,41781.000000000000000,Tragulus napu,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Simeulue, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Tragulus,Tragulus napu,LC,3.483686303310000,10157,96.064529138209195,2.626544197356850
10159,41781.000000000000000,Tragulus napu,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Sipura, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Tragulus,Tragulus napu,LC,1.511181761940000,10158,99.662443399043696,-2.205027230022608
10160,41781.000000000000000,Tragulus napu,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,South Pagai, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Tragulus,Tragulus napu,LC,1.950214845310000,10159,100.325711557242640,-3.029839510185184
10161,41783.000000000000000,Axis axis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Axis,Axis axis,LC,106.886409369000010,10160,79.563055034862032,20.839407300906259
10162,41783.000000000000000,Axis axis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sri Lanka, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Axis,Axis axis,LC,13.451733956100000,10161,80.705404338939161,7.620960116016590
10163,41784.000000000000000,Axis porcinus,1,3,1,IUCN,2015,International Union for the Conservation of Nature, , , , , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Axis,Axis porcinus,EN,1.643283068380000,10162,87.389563404427633,8.141780324202671
10164,41784.000000000000000,Axis porcinus,1,5,1,IUCN,2015,International Union for the Conservation of Nature, , , , , ,Origin uncertain, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Axis,Axis porcinus,EN,0.122931035975000,10163,96.097766666398570,17.070489916276642
10165,41784.000000000000000,Axis porcinus,1,1,1,IUCN,2015,International Union for the Conservation of Nature, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Axis,Axis porcinus,EN,86.651286034999998,10164,84.577344786332901,27.268359749103183
10166,41784.000000000000000,Axis porcinus,1,1,1,IUCN,2015,International Union for the Conservation of Nature, ,Lotak Lake area, , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Axis,Axis porcinus,EN,2.210859671420000,10165,93.921383455881823,24.633922309267234
10167,41784.000000000000000,Axis porcinus,1,2,1,IUCN,2015,International Union for the Conservation of Nature, , , , , ,Reintroduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Axis,Axis porcinus,EN,0.844861917950000,10166,101.655303948918170,16.328912088522145
10168,41784.000000000000000,Axis porcinus,3,1,1,IUCN,2015,International Union for the Conservation of Nature, , , , , ,Possibly Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Axis,Axis porcinus,EN,2.062802349830000,10167,97.793712302480856,24.295882035027944
10169,41784.000000000000000,Axis porcinus,4,1,1,IUCN,2015,International Union for the Conservation of Nature, , , , , ,Possibly Extinct, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Axis,Axis porcinus,EN,35.468459942499997,10168,95.695809431260329,21.979875314993819
10170,41786.000000000000000,Isothrix sinnamariensis,1,1,1,IUCN SSC Small Mammal Specialist Group,2016,IUCN SSC Small Mammal Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Isothrix,Isothrix sinnamariensis,LC,18.341644498299999,10169,-55.417154961732081,3.113955722878359
10171,41787.000000000000000,Spermophilus franklinii,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Poliocitellus,Poliocitellus franklinii,LC,89.089371881600002,10170,-98.208614386144973,45.776627056493510
10172,41788.000000000000000,Cervus nippon,1,3,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Tokashiki-jima, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,0.192385312391000,10171,127.359734700795910,26.184936391601241
10173,41788.000000000000000,Cervus nippon,1,3,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Zamami-jima, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,0.163850715737000,10172,127.310112062721600,26.229534726046836
10174,41788.000000000000000,Cervus nippon,1,3,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Aka-jima, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,0.086939043783700,10173,127.282047033843580,26.193326405289440
10175,41788.000000000000000,Cervus nippon,4,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , , , , ,Possibly Extinct, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,0.935014197536000,10174,105.356749184427370,18.483300067144455
10176,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Yaku-shima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,0.857211540369000,10175,130.526144700317670,30.334362754337690
10177,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Fukue-jima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,1.485819464240000,10176,128.747062769231430,32.677518800052610
10178,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Hokkaido, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,26.096921444500001,10177,142.568967680713970,43.380025560631168
10179,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Honshu, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,80.521549015399998,10178,135.232286029876490,36.174336452965008
10180,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Shodo-shima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,0.880260345969000,10179,134.281540292350660,34.499016107907096
10181,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Tenega-shima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,1.259733477390000,10180,130.978201679164270,30.573652736584563
10182,41788.000000000000000,Cervus nippon,1,3,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Taiwan, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,1.033737044250000,10181,120.786158838959300,22.067698907978297
10183,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Iki-shima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,0.824318472686000,10182,129.720132063144210,33.778067857345775
10184,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Kyushu, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,15.809552297400000,10183,131.018060733016450,32.666441002350439
10185,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Mageshima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,0.111302992660000,10184,130.855893490592170,30.732911240561350
10186,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Kakui-jima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,0.211105432476000,10185,134.312103125259110,34.714600765912678
10187,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Nakadori-shima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,1.460666287710000,10186,129.087997092392020,32.961445014176093
10188,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Shikoku, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,11.595648781200000,10187,133.580595707925680,33.614594456668897
10189,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Shimo-shima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,1.116000520770000,10188,129.245608265009540,34.210660035732133
10190,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,9.151837671910000,10189,124.237891244685220,34.958002042060627
10191,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Awaji-shima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,0.663512788772000,10190,134.831811903596530,34.266136444641234
10192,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Kami-shima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,2.471732209850000,10191,129.373340870984520,34.515277838901170
10193,41788.000000000000000,Cervus nippon,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Kuchinoerabu-jima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus nippon,LC,0.318778499508000,10192,130.213156071395590,30.448351538592703
10194,41789.000000000000000,Rusa timorensis,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Panaitan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa timorensis,VU,0.683048356943000,10193,105.198911663242710,-6.589964514051019
10195,41789.000000000000000,Rusa timorensis,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Bali, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa timorensis,VU,1.457271570690000,10194,114.686574731838500,-8.246770498159890
10196,41789.000000000000000,Rusa timorensis,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Java, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa timorensis,VU,11.327074339999999,10195,111.164267542013530,-7.787979189887665
10197,41789.000000000000000,Rusa timorensis,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Nusa Barung, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa timorensis,VU,0.408060489680000,10196,113.342942596523700,-8.472818235772934
10198,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Sri Lanka, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,13.455400719500000,10197,80.705397075115002,7.620950831415769
10199,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Sumatra, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,50.600222626499999,10198,101.523853567188440,-0.456917925921516
10200,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Taiwan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,10.345427238599999,10199,120.969673912920830,23.750544109922771
10201,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,377.807018473000030,10200,92.774243782524593,21.932991973201069
10202,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Bangka, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,7.623966380800000,10201,105.982124591676610,-2.256138674160411
10203,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Borneo, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,75.221343261200005,10202,114.206595444724030,0.864034250780094
10204,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Hainan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,12.622103776499999,10203,109.743527798868910,19.195878051331078
10205,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,North Pagai, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,1.258345829090000,10204,100.072965776449510,-2.698384079161883
10206,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Selayar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,0.252491764870000,10205,104.437003464538290,-0.311863945664527
10207,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Nias, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,3.389414333100000,10206,97.578338827774758,1.060705606778356
10208,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Singkep, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,1.578173735270000,10207,104.420631522526780,-0.500553367044233
10209,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Siberut, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,3.700745880980000,10208,98.917608185469419,-1.384112264469366
10210,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Sipora, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,1.516885923590000,10209,99.662374153044766,-2.205001735141934
10211,41790.000000000000000,Rusa unicolor,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,South Pagai, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,Rusa unicolor,VU,1.954032893980000,10210,100.325705061439520,-3.029869796653770
10212,41879.000000000000000,Lepus microtis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident),This species was formerly Lepus victoriae.,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Lepus,Lepus victoriae,LC,285.025505985000000,10211,19.488714829226012,-1.944142532551780
10213,41879.000000000000000,Lepus microtis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident),This species was formerly Lepus victoriae,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Lepus,Lepus victoriae,LC,3.241527056770000,10212,-2.532116198004076,29.115626691318823
10214,41986.000000000000000,Ochotona argentata,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,Ochotona argentata,EN,0.456679061592000,10213,105.875570554937210,38.542447534326300
10215,42188.000000000000000,Dama dama,1,5,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Origin uncertain, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Dama,Dama dama,LC,3.001325416790000,10214,17.920388242623346,43.992940220614742
10216,42188.000000000000000,Dama dama,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Dama,Dama dama,LC,48.769827985200003,10215,19.583825679111840,42.435199583494011
10217,42188.000000000000000,Dama dama,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sardinia, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Dama,Dama dama,LC,11.880738947699999,10216,9.032338344738889,40.089922767321923
10218,42188.000000000000000,Dama dama,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Dama,Dama dama,LC,481.308513455000020,10217,11.630156723653897,49.182275308358840
10219,42189.000000000000000,Muntiacus atherodes,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Borneo, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Muntiacus,Muntiacus atherodes,NT,74.863034963700002,10218,114.206595277450110,0.864032821757348
10220,42190.000000000000000,Muntiacus muntjak,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Matasiri, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Muntiacus,Muntiacus muntjak,LC,0.295652431204000,10219,115.811812128127260,-4.794675595502270
10221,42190.000000000000000,Muntiacus muntjak,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Muntiacus,Muntiacus muntjak,LC,0.222131451685000,10220,100.563960263955100,4.224797633404080
10222,42190.000000000000000,Muntiacus muntjak,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Bali, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Muntiacus,Muntiacus muntjak,LC,3.999011631890000,10221,115.118368807774350,-8.354710505285539
10223,42190.000000000000000,Muntiacus muntjak,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Bangka, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Muntiacus,Muntiacus muntjak,LC,7.596013238210000,10222,105.982142404548370,-2.256152824093533
